Number,NumberInFile,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,ImageNumber,Concentration,Channel
107,107,863,2800.834,440.31,1600,4064,1046.316,457.981,1046.747,458.103,105.139,1031,441,32,34,34.191,32.137,99.794,0.981,34.785,2417120,2800,-0.043,-0.318,100,2417120,1,1038,442,108.435,32.0,1.064,0.94,0.985,2673,3e-06,n
108,108,968,3786.017,617.466,2064,5264,515.543,481.651,515.676,481.163,112.45,499,462,32,39,39.723,31.027,72.423,0.962,39.85,3664864,3792,-0.204,-0.36,100,3664864,1,508,500,72.474,31.305,1.28,0.781,0.981,2673,3e-06,n
109,109,950,3180.042,509.615,1872,4576,1116.0,492.997,1116.194,493.006,110.853,1097,477,37,33,37.859,31.95,160.844,0.971,38.328,3021040,3200,-0.094,-0.492,100,3021040,1,1097,488,164.876,32.199,1.185,0.844,0.976,2673,3e-06,n
110,110,1025,4182.915,780.169,2176,6160,644.986,498.572,645.214,498.53,114.332,627,480,36,36,37.617,34.694,131.171,0.985,38.275,4287488,4192,0.012,-0.471,100,4287488,1,635,482,123.275,34.648,1.084,0.922,0.987,2673,3e-06,n
111,111,623,3252.315,434.842,2080,4160,1261.683,497.832,1261.878,498.012,89.175,1248,483,27,29,29.612,26.787,114.637,0.984,30.463,2026192,3264,-0.329,-0.233,100,2026192,1,1255,484,113.199,27.0,1.105,0.905,0.979,2673,3e-06,n
112,112,962,3817.929,652.064,2080,5344,1205.516,512.929,1205.228,512.891,110.722,1188,496,35,34,35.511,34.492,21.481,0.986,36.401,3672848,3824,-0.023,-0.533,100,3672848,1,1188,518,15.945,34.0,1.03,0.971,0.983,2673,3e-06,n
113,113,936,3139.436,410.802,1824,3984,1175.094,560.412,1175.013,560.564,111.815,1154,546,41,29,41.225,28.909,1.984,0.941,41.437,2938512,3168,-0.462,-0.098,100,2938512,1,1154,562,8.326,29.0,1.426,0.701,0.978,2673,3e-06,n
114,114,982,4298.672,720.298,2352,6224,702.508,567.399,702.871,567.017,112.388,685,550,35,35,38.595,32.396,43.225,0.977,39.408,4221296,4336,-0.181,-0.537,100,4221296,1,687,580,35.707,33.0,1.191,0.839,0.983,2673,3e-06,n
115,115,739,4870.127,763.674,2608,7040,643.629,574.562,643.765,574.527,98.141,627,560,33,29,33.735,27.892,160.427,0.964,33.541,3599024,4912,-0.401,0.047,100,3599024,1,627,571,169.695,27.828,1.21,0.827,0.976,2673,3e-06,n
116,116,993,4033.934,650.623,2208,5664,894.492,588.116,894.537,588.319,114.145,878,568,32,40,39.726,31.827,99.888,0.958,40.2,4005696,4064,-0.203,-0.485,100,4005696,1,894,568,95.711,32.0,1.248,0.801,0.98,2673,3e-06,n
117,117,586,3347.904,499.144,1840,4416,622.998,597.386,623.591,597.527,88.963,608,583,30,28,33.338,22.38,142.316,0.93,33.015,1961872,3376,-0.398,-0.409,100,1961872,1,610,587,144.866,22.465,1.49,0.671,0.979,2673,3e-06,n
118,118,789,2734.641,330.536,1792,3488,798.675,607.283,798.452,607.508,100.934,781,593,35,29,35.069,28.646,163.051,0.973,35.847,2157632,2736,-0.195,-0.215,100,2157632,1,782,600,157.011,29.0,1.224,0.817,0.981,2673,3e-06,n
119,119,1127,3625.384,743.793,1712,6016,581.926,642.65,581.635,643.361,126.221,564,622,40,39,38.679,37.098,129.752,0.889,41.485,4085808,3584,0.218,0.053,100,4085808,1,564,651,15.376,38.269,1.043,0.959,0.949,2673,3e-06,n
120,120,973,3921.135,629.757,2000,5664,638.392,659.535,638.399,659.88,113.249,619,643,39,33,41.136,30.116,30.838,0.953,41.4,3815264,3920,-0.053,0.052,100,3815264,1,621,671,37.147,30.411,1.366,0.732,0.98,2673,3e-06,n
121,121,924,4168.883,747.839,2144,5744,1120.186,691.111,1120.34,690.973,110.386,1101,675,38,32,40.122,29.323,28.612,0.953,40.719,3852048,4160,-0.202,-0.543,100,3852048,1,1102,701,24.677,29.963,1.368,0.731,0.983,2673,3e-06,n
122,122,876,3355.89,551.42,1616,4784,1214.917,826.103,1215.343,826.503,108.218,1199,807,32,38,39.962,27.91,118.47,0.94,40.311,2939760,3456,-0.425,-0.276,100,2939760,1,1208,807,113.385,28.174,1.432,0.698,0.979,2673,3e-06,n
123,123,932,3650.97,695.973,1904,7264,350.157,846.622,349.473,847.157,109.627,331,830,37,33,36.049,32.918,171.429,0.975,37.121,3402704,3616,1.217,3.563,100,3402704,1,331,847,175.365,33.0,1.095,0.913,0.977,2673,3e-06,n
124,124,200,6757.84,1779.085,3040,10000,328.085,856.655,328.378,857.094,52.745,321,847,15,19,19.676,12.942,114.956,0.903,20.125,1351568,6928,-0.096,-0.946,100,1351568,1,323,848,116.565,12.969,1.52,0.658,0.959,2673,3e-06,n
125,125,495,6622.287,2295.597,2816,11616,1203.357,870.656,1202.772,870.224,81.746,1192,856,23,29,28.488,22.123,91.539,0.931,29.275,3278032,6128,0.365,-1.089,100,3278032,1,1203,885,82.147,23.0,1.288,0.777,0.964,2673,3e-06,n
126,126,843,3991.934,577.414,2352,5216,370.577,883.311,370.216,883.127,107.275,352,865,35,35,39.182,27.393,48.631,0.921,39.962,3365200,4144,-0.553,-0.494,100,3365200,1,358,899,58.299,28.598,1.43,0.699,0.966,2673,3e-06,n
127,127,711,2693.761,372.872,1712,4096,318.396,883.854,318.894,883.641,97.416,304,867,30,33,34.612,26.155,126.291,0.941,35.0,1915264,2688,0.223,0.332,100,1915264,1,309,869,126.87,26.862,1.323,0.756,0.971,2673,3e-06,n
128,128,392,5776.0,1306.428,2864,8848,344.344,880.477,343.354,880.453,75.297,331,871,26,20,25.329,19.705,3.571,0.869,26.476,2264192,5472,0.335,-0.957,100,2264192,1,331,880,10.886,19.823,1.285,0.778,0.936,2673,3e-06,n
129,129,794,4085.078,636.262,2240,5616,1045.047,892.732,1045.227,892.987,101.045,1028,878,34,30,34.166,29.59,166.79,0.977,35.171,3243552,4096,-0.272,-0.2,100,3243552,1,1028,889,165.174,30.0,1.155,0.866,0.979,2673,3e-06,n
130,130,699,2641.9,390.849,1648,3504,306.962,913.636,306.977,913.713,95.663,291,899,33,28,33.394,26.651,157.52,0.96,34.132,1846688,2640,-0.081,-0.701,100,1846688,1,294,903,148.173,27.18,1.253,0.798,0.98,2673,3e-06,n
131,131,800,2438.34,344.056,1472,3280,1261.662,933.216,1261.992,933.409,103.086,1247,915,29,36,38.085,26.745,114.845,0.946,38.626,1950672,2432,-0.092,-0.551,100,1950672,1,1255,915,111.251,27.18,1.424,0.702,0.983,2673,3e-06,n
132,132,975,3019.372,481.358,1712,4192,1191.785,939.74,1191.533,940.107,112.75,1174,920,34,38,39.093,31.755,64.393,0.964,39.051,2943888,3104,-0.411,-0.445,100,2943888,1,1185,958,76.675,31.752,1.231,0.812,0.979,2673,3e-06,n
133,133,720,2462.311,283.615,1664,3136,251.553,941.36,251.706,941.38,97.137,237,925,29,32,34.852,26.304,56.087,0.959,35.805,1772864,2464,-0.194,-0.41,100,1772864,1,241,956,54.09,26.833,1.325,0.755,0.981,2673,3e-06,n
134,134,1099,3107.407,390.911,1936,4160,411.059,1002.868,410.841,1002.976,118.555,392,985,38,36,38.717,36.141,161.491,0.983,39.217,3415040,3136,-0.29,-0.263,100,3415040,1,392,997,160.641,36.0,1.071,0.933,0.985,2673,3e-06,n
135,135,1096,3141.533,465.551,1872,4320,484.704,1003.453,484.906,1003.925,119.11,465,985,39,37,40.812,34.192,35.307,0.971,41.4,3443120,3136,-0.048,-0.338,100,3443120,1,467,1015,37.147,34.435,1.194,0.838,0.979,2673,3e-06,n
136,136,852,3844.901,629.072,2128,5632,1190.859,1006.945,1190.979,1007.059,105.744,1173,991,35,32,37.986,28.558,38.653,0.957,38.601,3275856,3808,-0.101,-0.143,100,3275856,1,1175,1018,36.573,28.991,1.33,0.752,0.979,2673,3e-06,n
137,137,523,2650.034,385.282,1616,3536,1121.934,1014.422,1121.84,1014.743,90.664,1105,1003,34,20,31.777,20.955,179.198,0.8,34.132,1385968,2656,-0.205,-0.311,100,1385968,1,1105,1019,174.958,20.0,1.516,0.659,0.983,2673,3e-06,n
138,1,474,765.232,238.814,560,2832,8.553,12.475,8.006,11.751,94.516,0,0,23,33,33.274,18.138,65.686,0.667,37.121,362720,720,5.495,34.809,100,362720,1,3,33,62.745,22.326,1.835,0.545,0.953,2673,3e-06,a
139,2,4497,1374.965,1136.478,544,4592,46.885,31.897,46.652,33.179,256.658,0,0,89,70,93.075,61.518,25.416,0.858,98.884,6183216,752,1.397,0.244,100,6183216,1,0,49,28.379,62.502,1.513,0.661,0.976,2673,3e-06,a
140,3,4096,1560.355,1283.919,560,4864,125.988,33.621,130.556,31.554,262.425,88,0,78,75,87.715,59.456,132.036,0.747,105.475,6391216,784,1.131,-0.433,100,6391216,1,88,2,137.69,67.356,1.475,0.678,0.941,2673,3e-06,a
141,4,3492,1526.405,1298.59,528,4848,183.446,27.616,180.265,19.609,243.532,149,0,72,72,73.561,60.442,45.668,0.74,87.658,5330208,768,1.205,-0.304,100,5330208,1,166,72,55.222,68.589,1.217,0.822,0.958,2673,3e-06,a
142,5,677,710.05,46.928,560,864,263.933,8.047,263.902,7.969,114.546,243,0,47,22,44.295,19.46,6.423,0.648,47.381,480704,704,0.199,0.272,100,480704,1,243,7,7.275,22.0,2.276,0.439,0.975,2673,3e-06,a
143,6,4112,1172.743,857.203,560,3920,335.481,63.902,335.145,67.484,284.211,304,0,63,111,103.33,50.668,89.513,0.64,111.364,4822320,752,1.679,1.23,100,4822320,1,335,0,94.635,53.774,2.039,0.49,0.88,2673,3e-06,a
144,7,3796,934.757,565.179,512,3184,386.199,22.121,383.599,18.509,251.789,338,0,95,51,94.094,51.366,177.181,0.752,98.234,3548336,720,2.456,4.548,100,3548336,1,338,0,165.256,51.0,1.832,0.546,0.978,2673,3e-06,a
145,8,747,2442.581,2946.962,656,13472,446.9,9.112,448.68,5.971,118.655,426,0,46,24,44.475,21.385,9.848,0.667,46.098,1824608,1008,2.087,3.397,100,1824608,1,426,0,176.269,24.0,2.08,0.481,0.981,2673,3e-06,a
146,9,2181,1569.592,987.509,592,3840,460.762,37.285,460.543,37.828,200.603,429,0,66,59,60.938,45.57,6.884,0.681,68.096,3423280,928,0.744,-1.086,100,3423280,1,439,59,60.046,55.322,1.337,0.748,0.882,2673,3e-06,a
147,10,2109,2047.742,1354.097,624,4800,504.984,22.724,507.867,21.094,186.404,474,0,64,51,62.136,43.216,144.333,0.763,73.926,4318688,1328,0.443,-1.479,100,4318688,1,474,0,149.967,45.648,1.438,0.695,0.963,2673,3e-06,a
148,11,831,1806.363,1337.556,656,4576,540.128,11.913,536.589,8.16,121.87,518,0,42,34,35.468,29.831,172.211,0.703,42.048,1501088,928,0.828,-1.037,100,1501088,1,518,0,177.274,34.0,1.189,0.841,0.968,2673,3e-06,a
149,12,5824,1249.115,983.046,528,4496,581.724,49.326,575.539,46.221,298.585,539,0,85,92,98.045,75.632,109.208,0.821,107.378,7274848,768,1.64,1.08,100,7274848,1,561,0,122.062,75.662,1.296,0.771,0.949,2673,3e-06,a
150,13,4661,1341.745,1117.112,576,4464,647.931,27.268,652.923,21.531,284.52,597,0,97,71,89.687,66.17,5.209,0.724,101.951,6253872,752,1.495,0.527,100,6253872,1,597,0,158.72,71.0,1.355,0.738,0.958,2673,3e-06,a
151,14,3256,1401.73,1192.966,560,4896,728.805,21.833,733.168,15.984,243.999,693,0,89,52,83.039,49.924,17.999,0.687,97.17,4564032,768,1.493,0.567,100,4564032,1,693,39,23.663,52.0,1.663,0.601,0.972,2673,3e-06,a
152,15,4634,1455.551,1207.013,560,4896,781.318,43.193,780.653,46.106,270.289,737,0,88,79,95.911,61.518,38.376,0.797,100.846,6745024,784,1.329,0.019,100,6745024,1,738,75,30.379,65.365,1.559,0.641,0.943,2673,3e-06,a
153,16,3420,1357.867,1005.254,544,4528,853.335,34.48,852.851,38.745,231.792,818,0,67,66,78.291,55.619,48.865,0.8,87.046,4643904,784,1.361,0.319,100,4643904,1,818,59,42.672,64.336,1.408,0.71,0.94,2673,3e-06,a
154,17,1571,1732.644,1012.245,576,3792,914.542,14.446,921.203,12.756,168.477,883,0,63,39,55.549,36.009,175.381,0.696,63.127,2721984,1264,0.401,-1.465,100,2721984,1,883,4,3.633,39.0,1.543,0.648,0.965,2673,3e-06,a
155,18,2066,1662.699,1044.846,640,4000,954.485,28.173,951.403,28.647,180.669,924,0,61,57,58.386,45.054,39.191,0.795,63.953,3435136,1024,0.66,-1.21,100,3435136,1,937,57,63.034,49.772,1.296,0.772,0.941,2673,3e-06,a
156,19,3080,1454.452,1186.173,576,4848,1017.658,17.058,1020.755,13.985,255.238,967,0,108,45,93.747,41.831,5.543,0.594,108.005,4479712,784,1.345,0.191,100,4479712,1,967,0,179.469,45.0,2.241,0.446,0.982,2673,3e-06,a
157,20,5026,1288.993,1051.063,528,5120,1049.772,55.784,1045.053,58.804,297.6,1002,0,90,102,99.567,64.271,45.313,0.713,108.977,6478480,752,1.627,1.071,100,6478480,1,1010,81,47.231,75.54,1.549,0.646,0.887,2673,3e-06,a
158,21,5001,1383.765,1267.29,512,5408,1129.046,31.419,1121.842,25.061,276.391,1085,0,90,76,85.53,74.447,164.209,0.823,93.477,6920208,752,1.661,1.158,100,6920208,1,1085,1,145.46,76.0,1.149,0.87,0.971,2673,3e-06,a
159,22,1037,833.944,379.055,544,2992,1251.515,9.536,1252.548,8.367,158.888,1212,0,67,25,65.823,20.059,168.424,0.516,69.642,864800,720,3.52,12.326,100,864800,1,1212,3,164.168,25.0,3.281,0.305,0.901,2673,3e-06,a
160,23,4692,1085.708,739.971,480,3488,285.133,61.439,287.82,61.246,290.569,254,2,60,113,109.49,54.562,82.947,0.698,114.935,5094144,736,1.765,1.515,100,5094144,1,270,115,79.472,55.457,2.007,0.498,0.906,2673,3e-06,a
161,24,3101,1390.839,893.209,544,3568,910.193,61.849,912.478,62.022,231.403,880,17,65,85,87.897,44.92,124.139,0.728,94.641,4312992,832,0.971,-0.733,100,4312992,1,886,17,128.565,46.749,1.957,0.511,0.943,2673,3e-06,a
162,25,2735,1394.937,1038.345,560,4368,972.515,66.652,966.389,65.151,205.668,938,37,70,57,71.882,48.445,16.601,0.813,73.682,3815152,784,1.262,0.016,100,3815152,1,938,57,161.811,47.75,1.484,0.674,0.936,2673,3e-06,a
163,26,2746,2214.677,2133.85,608,8624,522.24,71.704,522.888,70.852,198.276,493,38,57,65,60.776,57.528,99.983,0.878,68.352,6081504,1008,1.411,0.577,100,6081504,1,514,102,69.444,55.074,1.056,0.947,0.968,2673,3e-06,a
164,27,8903,1310.88,1121.014,544,5280,683.249,94.445,686.905,88.58,369.355,619,38,118,106,114.635,98.885,15.055,0.82,124.459,11670768,768,1.832,2.025,100,11670768,1,647,138,44.349,102.592,1.159,0.863,0.932,2673,3e-06,a
165,28,6285,1248.782,1125.031,528,5008,1224.74,80.01,1228.467,80.342,316.312,1166,39,111,83,108.359,73.85,29.171,0.789,114.202,7848592,736,1.892,1.998,100,7848592,1,1176,115,37.171,79.273,1.467,0.682,0.907,2673,3e-06,a
166,29,3442,1291.44,926.642,512,4112,393.508,72.791,392.685,71.842,237.113,357,40,80,69,89.867,48.766,34.398,0.769,96.26,4445136,784,1.36,0.253,100,4445136,1,357,105,42.474,53.529,1.843,0.543,0.977,2673,3e-06,a
167,30,4874,1384.683,1221.413,496,5168,81.881,86.431,86.8,86.737,281.867,29,41,94,92,83.318,74.483,105.902,0.771,96.4,6748944,736,1.523,0.639,100,6748944,1,29,71,143.011,76.4,1.119,0.894,0.926,2673,3e-06,a
168,31,7432,1152.607,987.413,512,4752,1102.978,111.24,1103.196,112.827,338.639,1055,48,101,123,105.689,89.533,84.209,0.814,123.329,8566176,736,2.061,2.658,100,8566176,1,1083,171,85.815,91.074,1.18,0.847,0.939,2673,3e-06,a
169,32,2896,1355.105,900.175,496,3664,468.461,83.764,466.289,80.852,234.113,435,53,63,67,64.929,56.79,132.608,0.664,77.795,3924384,800,1.073,-0.544,100,3924384,1,438,59,136.042,60.697,1.143,0.875,0.873,2673,3e-06,a
170,33,2939,1320.623,868.776,544,3424,437.019,130.202,436.623,122.601,269.025,413,62,50,116,97.04,38.562,88.875,0.51,116.726,3881312,784,0.996,-0.767,100,3881312,1,423,178,83.606,45.947,2.516,0.397,0.834,2673,3e-06,a
171,34,5685,1274.456,1019.586,544,4624,829.251,117.67,832.379,119.129,308.977,784,60,98,107,112.505,64.338,123.651,0.748,110.114,7245280,768,1.601,0.863,100,7245280,1,815,60,103.658,74.246,1.749,0.572,0.912,2673,3e-06,a
172,35,3134,1501.524,1042.614,544,4272,871.507,89.681,867.999,88.056,226.296,826,61,84,62,82.286,48.493,149.7,0.769,94.021,4705776,832,0.934,-0.801,100,4705776,1,826,66,150.709,51.619,1.697,0.589,0.96,2673,3e-06,a
173,36,5469,1241.28,1059.317,512,4672,26.577,127.908,22.09,129.376,297.171,0,70,67,115,109.529,63.576,87.238,0.778,116.25,6788560,720,1.674,1.143,100,6788560,1,8,185,81.591,67.0,1.723,0.58,0.991,2673,3e-06,a
174,37,3656,1527.851,1310.085,544,5024,136.373,110.312,134.862,105.677,227.64,106,70,58,80,83.443,55.786,81.074,0.887,82.97,5585824,768,1.296,0.005,100,5585824,1,123,150,74.624,56.188,1.496,0.669,0.976,2673,3e-06,a
175,38,4218,1175.761,873.065,560,4544,775.366,121.116,772.286,118.82,309.075,734,75,84,114,120.88,44.428,124.293,0.555,133.255,4959360,768,1.904,2.39,100,4959360,1,737,75,121.185,56.5,2.721,0.368,0.861,2673,3e-06,a
176,39,2195,1509.999,935.646,576,3568,406.06,121.815,408.213,120.095,221.216,377,77,48,92,71.263,39.218,89.742,0.564,92.779,3314448,864,0.703,-1.14,100,3314448,1,413,169,82.569,46.614,1.817,0.55,0.921,2673,3e-06,a
177,40,4881,1312.915,1124.379,560,5184,1018.2,119.027,1015.664,120.753,299.271,967,81,107,78,106.041,58.607,153.609,0.685,125.196,6408336,752,1.676,1.169,100,6408336,1,967,94,148.722,65.895,1.809,0.553,0.912,2673,3e-06,a
178,41,6600,1287.091,1194.634,544,5648,581.902,122.162,586.26,120.055,353.997,501,90,146,75,136.707,61.47,169.658,0.662,148.297,8494800,752,1.982,2.348,100,8494800,1,501,113,169.902,71.205,2.224,0.45,0.907,2673,3e-06,a
179,42,3946,1195.876,897.409,560,4016,946.432,127.616,947.962,125.917,234.942,909,92,73,74,76.232,65.906,122.179,0.898,82.219,4718928,752,1.698,1.229,100,4718928,1,911,103,138.945,63.548,1.157,0.865,0.97,2673,3e-06,a
180,43,2968,1327.337,945.732,560,4160,308.268,131.135,312.328,133.607,219.219,271,104,74,65,64.791,58.326,162.082,0.776,74.169,3939536,784,1.266,0.054,100,3939536,1,271,116,3.865,63.165,1.111,0.9,0.928,2673,3e-06,a
181,44,3232,1271.757,952.141,560,4240,380.965,152.043,378.226,149.937,263.294,345,106,79,85,102.636,40.094,122.669,0.586,108.374,4110320,768,1.557,0.926,100,4110320,1,347,110,131.634,50.904,2.56,0.391,0.835,2673,3e-06,a
182,45,5682,1336.141,1047.502,496,4304,897.522,170.879,897.083,171.864,335.965,834,113,102,119,98.251,73.633,114.171,0.633,119.821,7591952,768,1.382,0.156,100,7591952,1,908,113,96.71,88.452,1.334,0.749,0.858,2673,3e-06,a
183,46,3901,1338.373,971.868,576,3904,749.467,156.935,750.634,155.081,258.401,708,114,92,77,91.518,54.273,149.646,0.734,100.319,5220992,784,1.247,-0.188,100,5220992,1,708,145,156.501,59.815,1.686,0.593,0.968,2673,3e-06,a
184,47,4828,1438.346,1316.258,544,5408,1225.294,148.655,1220.749,152.804,266.157,1178,116,94,67,93.404,65.813,12.405,0.856,98.793,6944336,752,1.561,0.832,100,6944336,1,1178,167,21.371,66.479,1.419,0.705,0.951,2673,3e-06,a
185,48,1580,1840.739,1053.471,592,4128,346.175,156.866,346.703,154.122,165.822,323,121,42,63,53.693,37.467,104.129,0.722,66.098,2908368,1552,0.396,-1.401,100,2908368,1,345,121,107.613,41.676,1.433,0.698,0.953,2673,3e-06,a
186,49,3865,1169.606,826.783,576,3632,1132.784,170.702,1136.102,169.515,263.021,1087,132,91,79,101.329,48.565,33.095,0.702,103.354,4520528,752,1.574,0.848,100,4520528,1,1087,200,28.301,50.138,2.086,0.479,0.917,2673,3e-06,a
187,50,3008,1333.287,804.768,576,3376,549.831,163.647,553.274,164.309,247.59,519,134,84,72,69.301,55.265,13.822,0.617,88.233,4010528,816,0.882,-0.968,100,4010528,1,519,135,162.181,68.302,1.254,0.797,0.869,2673,3e-06,a
188,51,4623,1121.44,660.035,576,3168,659.461,174.739,660.57,174.327,281.025,618,140,89,78,97.147,60.591,32.45,0.736,113.851,5184416,768,1.39,0.292,100,5184416,1,618,216,38.581,62.958,1.603,0.624,0.926,2673,3e-06,a
189,52,4144,1532.575,1350.24,560,5952,285.684,194.632,285.073,192.332,253.555,259,142,53,101,96.347,54.764,95.964,0.81,101.242,6350992,784,1.42,0.436,100,6350992,1,279,142,93.965,53.0,1.759,0.568,0.973,2673,3e-06,a
190,53,4544,1439.613,1076.741,544,4560,1033.077,174.367,1026.379,172.896,281.722,974,143,108,67,106.952,54.095,161.374,0.719,115.156,6541600,784,1.079,-0.552,100,6541600,1,974,154,156.997,59.801,1.977,0.506,0.946,2673,3e-06,a
191,54,4495,1447.916,1322.075,544,5520,229.188,194.978,231.016,196.447,273.836,182,146,79,93,89.185,64.172,63.302,0.753,98.681,6508384,768,1.564,0.773,100,6508384,1,217,239,70.463,73.395,1.39,0.72,0.905,2673,3e-06,a
192,55,1071,934.558,573.77,576,3312,1269.911,187.725,1271.388,191.22,156.5,1254,156,25,69,61.491,22.176,94.956,0.55,69.26,1000912,736,2.822,6.863,100,1000912,1,1273,156,94.97,25.0,2.773,0.361,0.961,2673,3e-06,a
193,56,6583,1288.451,1043.314,544,4720,976.286,208.044,978.311,202.31,328.682,928,158,107,94,104.492,80.214,151.882,0.766,114.809,8481872,752,1.547,0.693,100,8481872,1,937,167,142.431,86.826,1.303,0.768,0.918,2673,3e-06,a
194,57,4264,1549.062,1060.301,576,4464,586.804,200.458,585.523,198.07,251.897,535,163,89,77,82.652,65.686,25.342,0.844,91.706,6605200,864,0.888,-0.855,100,6605200,1,535,207,25.168,65.986,1.258,0.795,0.969,2673,3e-06,a
195,58,4189,1219.04,938.092,576,4624,857.976,206.934,861.223,208.377,303.527,807,165,119,80,123.773,43.092,150.283,0.571,130.085,5106560,768,1.753,1.54,100,5106560,1,817,167,146.921,45.531,2.872,0.348,0.934,2673,3e-06,a
196,59,2833,1412.456,951.304,608,3984,336.308,202.038,338.613,201.967,219.499,311,167,65,71,62.844,57.398,73.874,0.739,78.492,4001488,816,1.035,-0.551,100,4001488,1,311,231,34.095,64.068,1.095,0.913,0.927,2673,3e-06,a
197,60,6671,1097.507,741.715,560,3488,727.067,229.568,727.066,230.297,352.646,684,168,95,123,122.756,69.192,68.914,0.674,135.207,7321472,768,1.83,1.682,100,7321472,1,688,291,47.698,74.923,1.774,0.564,0.926,2673,3e-06,a
198,61,2810,1350.907,860.994,528,3632,1187.714,202.47,1187.593,208.463,208.862,1156,168,62,73,66.002,54.208,124.029,0.809,73.682,3796048,800,0.934,-0.781,100,3796048,1,1178,168,97.8,59.977,1.218,0.821,0.927,2673,3e-06,a
199,62,1020,2358.839,1684.854,672,6176,148.639,190.735,149.139,191.595,115.874,130,173,36,36,37.044,35.059,38.534,0.955,39.051,2406016,1504,0.716,-1.045,100,2406016,1,134,205,39.806,35.33,1.057,0.946,0.974,2673,3e-06,a
200,63,4915,1097.382,747.945,576,3856,662.463,231.677,667.539,230.517,326.93,608,174,97,105,95.638,65.434,30.819,0.578,121.655,5393632,768,1.955,2.369,100,5393632,1,617,258,43.668,84.681,1.462,0.684,0.821,2673,3e-06,a
201,64,2339,1468.067,929.672,592,3824,1243.424,206.421,1241.116,205.432,202.61,1216,175,63,63,67.523,44.105,129.345,0.716,75.213,3433808,848,0.826,-0.948,100,3433808,1,1218,185,144.197,51.27,1.531,0.653,0.871,2673,3e-06,a
202,65,6058,1026.509,664.687,560,3424,784.357,249.963,787.208,247.739,325.835,742,184,77,119,124.222,62.093,76.147,0.717,124.619,6218592,752,2.118,2.954,100,6218592,1,760,303,72.728,71.554,2.001,0.5,0.927,2673,3e-06,a
203,66,3794,1205.196,750.672,528,3280,370.824,230.618,365.557,236.414,278.212,333,187,86,90,112.624,42.892,51.926,0.616,117.414,4572512,784,1.213,-0.187,100,4572512,1,334,273,43.62,47.704,2.626,0.381,0.891,2673,3e-06,a
204,67,3522,1235.484,873.962,560,4032,403.392,251.187,403.711,254.564,264.171,366,195,69,101,98.345,45.598,57.883,0.634,113.146,4351376,768,1.456,0.556,100,4351376,1,368,296,63.208,50.72,2.157,0.464,0.944,2673,3e-06,a
205,68,5739,1321.448,1084.408,544,4656,1075.702,240.204,1074.849,239.219,280.964,1029,200,95,81,93.119,78.471,168.218,0.914,97.509,7583792,752,1.515,0.652,100,7583792,1,1036,211,154.486,80.686,1.187,0.843,0.971,2673,3e-06,a
206,69,3499,1270.384,915.439,544,4240,1155.431,241.895,1159.05,241.545,238.874,1118,202,75,84,83.061,53.636,131.575,0.771,86.452,4445072,768,1.405,0.483,100,4445072,1,1118,217,150.173,56.467,1.549,0.646,0.928,2673,3e-06,a
207,70,1004,2424.51,2215.584,624,8896,142.525,222.689,144.97,224.482,115.669,123,206,39,33,39.706,32.195,169.358,0.943,39.925,2434208,1264,1.311,0.39,100,2434208,1,124,214,157.932,32.16,1.233,0.811,0.969,2673,3e-06,a
208,71,8047,958.421,559.01,512,3232,530.469,270.737,533.799,270.893,368.161,484,207,101,133,130.998,78.213,65.338,0.746,138.521,7712416,752,2.295,3.772,100,7712416,1,496,340,72.35,83.481,1.675,0.597,0.915,2673,3e-06,a
